acc	rcfl	cat	le4s	la4s	io
NC_015635	Y	GC	-0.0444313408429128	-0.135117523148499	0.0352121387044902
NC_015635	N	AT	-0.143909026786175	0.0121915207762076	-0.029243183082916
NC_015635	N	GC	0.0333108739080582	-0.0589665430239818	0.0185828815051671
NC_015635	A	AT	-0.150225562267201	-0.00342658278677553	-0.0305050908364943
NC_015635	A	GC	0.00788046666361762	-0.083826410464449	0.023114956736712
NC_015757	Y	AT	-0.0703372461337805	-0.0457127400595077	0.00591544184358556
NC_015757	Y	GC	0.0931203076734243	-0.120834153059217	0.0481781256485517
NC_015757	N	AT	-0.0835522238290588	-0.0667555967985153	-0.00926425405164528
NC_015757	N	GC	0.100910204323875	-0.115419379081317	0.052959635472639
NC_015757	A	AT	-0.0803729520138064	-0.0616346681294569	-0.00555708195588014
NC_015757	A	GC	0.0982201201657312	-0.1172629054837	0.0516875557062967
NC_016802	Y	AT	-0.15167389702873	-0.063810063346552	-0.0460877762647952
NC_016802	Y	GC	-0.143361248477921	-0.33168756027001	0.0736820782903732
NC_016802	N	AT	-0.198085234696954	-0.114250781143866	-0.0591644163961285
NC_016802	N	GC	-0.104931461962755	-0.265443249539952	0.081650935850264
NC_016802	A	AT	-0.183451906781484	-0.098847176131985	-0.056227356137957
NC_016802	A	GC	-0.116665149169929	-0.285610277366777	0.0797378946472641
NC_013665	Y	AT	-0.0805471124620061	-0.0713967376771548	-0.00634150618077676
NC_013665	Y	GC	-0.118932529544744	-0.0733884887804297	0.00411424954505894
NC_013665	N	AT	-0.0446945820201111	-0.0106817965704143	-0.00110065319137993
NC_013665	N	GC	-0.0800276575584522	-0.0570619703292461	-0.00393173471592137
NC_013665	A	AT	-0.0540977435284218	-0.0266086793864572	-0.00246511557131336
NC_013665	A	GC	-0.0923663410198419	-0.0622310721935715	-0.00178433794727229
NC_008553	Y	AT	-0.0400250941028858	-0.0428972837964408	-0.00251123856766393
NC_008553	Y	GC	0.074592589321203	0.0725003261862306	0.00281569661759989
NC_008553	N	AT	0.0534153232507894	0.0511615505116155	-0.00804273392708323
NC_008553	N	GC	-0.00268792957263724	-0.00698501170123444	0.00588979066927475
NC_008553	A	AT	0.0210537751222162	0.0184275718197227	-0.00668952126691342
NC_008553	A	GC	0.01972437112557	0.0161580346967203	0.00517455842109628
NC_002663	Y	AT	-0.0180468450019199	-0.0576166684383969	-0.0189761234490668
NC_002663	Y	GC	0.202681586773527	-0.0181430096051227	0.0761809045226131
NC_002663	N	AT	-0.182692457565036	-0.154580116470968	-0.012710214197203
NC_002663	N	GC	0.0626304801670146	-0.11845049772359	0.0662599683951343
NC_002663	A	AT	-0.138636467418604	-0.129076903720065	-0.014298551643937
NC_002663	A	GC	0.103647824739072	-0.0892967923220085	0.0689163370199941
NC_016915	Y	AT	-0.0560881709066204	-0.0153380423814329	-0.00209823149060078
NC_016915	Y	GC	0.0945094509450945	-0.0508796956728483	0.0391754591637358
NC_016915	N	AT	-0.207288047492682	-0.169426660467113	-0.00288002726653033
NC_016915	N	GC	0.0682444149750076	-0.088109716651572	0.0370424277709046
NC_016915	A	AT	-0.167068273092369	-0.129102960204917	-0.00265746711689198
NC_016915	A	GC	0.077744497981508	-0.0749895266024298	0.0376212948724747
NC_016052	Y	AT	0.00899787073288	-0.0148376671073895	0.0102079176426361
NC_016052	Y	GC	0.163899637997753	-0.0614296351451973	0.107716554525065
NC_016052	N	AT	-0.151542932580355	-0.154316712834718	0.0139984779909481
NC_016052	N	GC	0.0251481237656353	-0.187302813727384	0.0949728385968143
NC_016052	A	AT	-0.105639749926353	-0.114978247358608	0.0130235256491309
NC_016052	A	GC	0.0612417197038576	-0.15495383437784	0.0984801721692998
NC_005303	Y	AT	-0.134393063583815	-0.0853766617429838	-0.0361351139041634
NC_005303	Y	GC	-0.389714285714286	-0.551116333725029	-0.0309844648528023
NC_005303	N	AT	-0.365655637254902	-0.258399078095914	-0.00499441077233896
NC_005303	N	GC	-0.553984088900114	-0.6680873734683	-0.0216681507865836
NC_005303	A	AT	-0.309855880985588	-0.218464475657984	-0.0141704944120945
NC_005303	A	GC	-0.524252766573586	-0.646471226927253	-0.0242542647479272
NC_008321	Y	AT	-0.256129002015656	-0.0657264138025469	-0.0429800311964294
NC_008321	Y	GC	0.019556380629261	-0.213929335098259	0.0784957846132641
NC_008321	N	AT	-0.299731309069728	-0.170948548393777	-0.0644096535352964
NC_008321	N	GC	-0.0564054330686879	-0.259763129726183	0.0607696764604623
NC_008321	A	AT	-0.287254875660595	-0.140709697094905	-0.0586682445041191
NC_008321	A	GC	-0.0334843202209753	-0.246118497232478	0.0655146968392572
NC_000911	Y	AT	-0.0807677353221873	-0.0887970739636955	0.00892080610292473
NC_000911	Y	GC	-0.0584888540108394	-0.0601731198808637	-0.000250402432480773
NC_000911	N	AT	-0.256465924107986	-0.269733715564686	-0.000409862195221918
NC_000911	N	GC	-0.224119071802485	-0.231173168808276	-0.0037693319140943
NC_000911	A	AT	-0.202351532306352	-0.213351766059161	0.0020928310538804
NC_000911	A	GC	-0.176944729655163	-0.182427816212416	-0.00285687784064558
NC_002607	Y	AT	0.0153271028037383	0.00787132101300479	-0.00508646998982706
NC_002607	Y	GC	-0.0798215356928614	-0.229546570015479	0.0491708445815658
NC_002607	N	AT	-0.0221964551929766	-0.0325466604966836	-0.00934409319822826
NC_002607	N	GC	0.0117831161451978	-0.111204168993114	0.0254732160613237
NC_002607	A	AT	-0.0106749311294766	-0.0199893673577884	-0.00815460964998579
NC_002607	A	GC	-0.0186246507489064	-0.150279865863844	0.0319365738853754
NC_010551	Y	AT	-0.257562767911819	-0.125880281690141	0.00231413304161232
NC_010551	Y	GC	0.0820700158267223	-0.0687093377187288	0.0565143963422169
NC_010551	N	AT	-0.137251255346848	0.033266210229561	-0.0233023549085725
NC_010551	N	GC	0.119978816364359	0.0801317790167258	0.0354115750610993
NC_010551	A	AT	-0.170356890102113	-0.00937555280382098	-0.0170076818891451
NC_010551	A	GC	0.108334123215503	0.0347110639590423	0.0416615835061608
NC_013422	Y	AT	-0.224069675376089	-0.0527395253442719	-0.0475574845322745
NC_013422	Y	GC	-0.023396683576891	-0.16159106769016	0.0383776711731356
NC_013422	N	AT	-0.258347851335656	-0.0762045094386833	-0.0680929546292881
NC_013422	N	GC	0.0176369708457442	-0.123808773726077	0.0441232407759604
NC_013422	A	AT	-0.249150201827066	-0.0697486951089257	-0.0631198774501582
NC_013422	A	GC	0.00438827023921573	-0.135893292383512	0.0425917745797782
NC_016023	Y	AT	0.0798178652738717	0.0767234988880652	0.0203604347227954
NC_016023	Y	GC	0.134147259397534	0.052408494856285	0.0559816557286313
NC_016023	N	AT	-0.0625070850431904	-0.0323276526241178	0.0236816515820181
NC_016023	N	GC	0.0912177942539388	0.0152671755725191	0.0539158709898244
NC_016023	A	AT	-0.0265070036076625	-0.00511089012742536	0.0229350527857991
NC_016023	A	GC	0.10538395048236	0.0273627906307964	0.0544635136905542
NC_015500	Y	AT	-0.153548387096774	0.101988357148257	-0.0484939492977652
NC_015500	Y	GC	0.00613649556347956	-0.0294265804718328	0.0352960246383272
NC_015500	N	AT	-0.267324093816631	0.0450573319189776	-0.0498843380051708
NC_015500	N	GC	0.226433207249932	0.135378946699701	0.046915504650887
NC_015500	A	AT	-0.239656640817607	0.0593135306033585	-0.0495568593184371
NC_015500	A	GC	0.144369333422574	0.0732336623162827	0.0434896891204091
NC_012695	Y	AT	-0.194988066825776	0.00790429395428327	-0.0264635124298316
NC_012695	Y	GC	0.10266184686165	-0.0582336236499091	0.0886255924170616
NC_012695	N	AT	-0.116757775683318	0.106274659539264	-0.0281436914652346
NC_012695	N	GC	0.0948345145028129	0.059434780812296	0.0412947179922177
NC_012695	A	AT	-0.135539321014181	0.083696984555038	-0.0277483241378071
NC_012695	A	GC	0.0972437161786274	0.0237845816008784	0.0554375430745556
NC_009802	Y	AT	0.0708239369872863	0.138138138138138	0.0354274163519336
NC_009802	Y	GC	-0.0322707595434868	-0.131474103585657	0.0665192555739819
NC_009802	N	AT	-0.105623065891765	-0.0414037731110902	0.0336222747570265
NC_009802	N	GC	-0.190976451481933	-0.252403287976594	0.0486798037230314
NC_009802	A	AT	-0.0498750542120154	0.0151583564471393	0.0340693507588533
NC_009802	A	GC	-0.15843621399177	-0.227721308445759	0.0531878979779519
NC_011837	Y	AT	0.0712398692517799	0.0221948212083847	0.0243236323290945
NC_011837	Y	GC	0.301646887866311	-0.0370239774330042	0.137329732268671
NC_011837	N	AT	0.0106429741718061	-0.0164167044401963	0.0133883794239862
NC_011837	N	GC	-0.0663645726055613	-0.29879854708019	0.119083208769307
NC_011837	A	AT	0.0293398420410325	-0.00508165453102594	0.0166212499684606
NC_011837	A	GC	0.0270494574739495	-0.235795816183647	0.12424708179288
NC_014555	Y	AT	-0.182379229623324	-0.190688317286967	-0.015644188157403
NC_014555	Y	GC	0.121186002413377	0.00925126433945973	0.0367465830159086
NC_014555	N	AT	-0.492588522261238	-0.481731816304307	-0.0152634513521048
NC_014555	N	GC	0.0632276553824109	-0.0878088553298593	0.0400134839035901
NC_014555	A	AT	-0.430168076223102	-0.421434950878238	-0.0153571287818079
NC_014555	A	GC	0.0764950772448355	-0.0661416455556779	0.0392578580498044
NC_008555	Y	AT	0.0925428595557808	-0.0705770496599137	0.027466490881125
NC_008555	Y	GC	0.213412267080745	-0.111064278187566	0.126461563977113
NC_008555	N	AT	-0.0352678666600343	-0.138499611521971	0.0104184280009885
NC_008555	N	GC	0.12356247933277	-0.145597077403151	0.10361577461368
NC_008555	A	AT	0.00258092913448842	-0.119320997852305	0.0148864083540489
NC_008555	A	GC	0.148236987287119	-0.136434802057705	0.109738210587137
NC_007775	Y	AT	-0.0547384207186941	-0.0395754009461175	0.013684140940041
NC_007775	Y	GC	-0.0400911953938598	-0.0418404307391092	-0.00234120521172638
NC_007775	N	AT	-0.230488027782855	-0.229029681066798	-0.00190164645140948
NC_007775	N	GC	-0.0753829795612964	-0.0717067436485914	-0.00560698917720694
NC_007775	A	AT	-0.169746625999242	-0.163191659983962	0.00167748301643326
NC_007775	A	GC	-0.065162654849431	-0.0630457740481246	-0.00481481481481482
NC_010628	Y	AT	0.0125442334870778	0.0220650732669228	0.0001925018562679
NC_010628	Y	GC	-0.0597357352253898	-0.058197116438056	0.00196926297234769
NC_010628	N	AT	-0.122806688486463	-0.11952562720359	0.00267073084325398
NC_010628	N	GC	-0.144243890336187	-0.138921421002733	0.00275731139538037
NC_010628	A	AT	-0.0822390564098523	-0.0770517383810466	0.0020039868345675
NC_010628	A	GC	-0.121647259301335	-0.117396511933627	0.00255494908667201
NC_014733	Y	AT	-0.29124110182606	-0.125252948154351	-0.0148481000293055
NC_014733	Y	GC	-0.0516051979536177	-0.179544868639996	0.0682121243204431
NC_014733	N	AT	-0.254173421548438	-0.0624122014850492	-0.0409818102125794
NC_014733	N	GC	-0.0207271699352897	-0.114032496307238	0.0440734368205109
NC_014733	A	AT	-0.266454741221452	-0.082773745732438	-0.0342761896406953
NC_014733	A	GC	-0.0299909086047382	-0.133415153343179	0.0505753795571028
NC_014494	Y	AT	0.0122706556035994	-0.142052880265407	0.00515482498828449
NC_014494	Y	GC	0.055520183369413	-0.307090464547677	0.104766542886711
NC_014494	N	AT	-0.237611922300047	-0.22198801405249	0.00394844331487701
NC_014494	N	GC	-0.219113433338952	-0.462058130400628	0.0910647876296731
NC_014494	A	AT	-0.162478214426266	-0.198699548942651	0.00423725156847347
NC_014494	A	GC	-0.150831090707614	-0.424375743162901	0.0949929318138187
NC_017038	Y	AT	-0.0818310858765082	-0.0891626786138547	0.00772737244960144
NC_017038	Y	GC	-0.0583929053971061	-0.0604042473919523	0.000629414644380726
NC_017038	N	AT	-0.257875353659886	-0.271069704516804	0.00052723292078102
NC_017038	N	GC	-0.224165092908794	-0.231369343933427	-0.00381571682718852
NC_017038	A	AT	-0.203626144105329	-0.214360537091706	0.00245867336262817
NC_017038	A	GC	-0.176943962380339	-0.182623360067987	-0.00266114456463493
NC_013216	Y	AT	-0.123005630273665	-0.0319823280829812	0.015179360311009
NC_013216	Y	GC	0.046809830753852	-0.0612244897959184	0.0743538127063371
NC_013216	N	AT	-0.244099936790978	-0.129682143310619	0.00240350724073341
NC_013216	N	GC	-0.000687410450295255	-0.138556883576804	0.0828178245330737
NC_013216	A	AT	-0.207052608245899	-0.0997972913422839	0.0059210174224843
NC_013216	A	GC	0.0147288339440047	-0.11470391275232	0.0805380481224272
NC_014664	Y	AT	-0.159849038227417	-0.127796383121232	-0.00623546295838076
NC_014664	Y	GC	-0.0149870010705001	-0.0412774784284364	0.00950413223140496
NC_014664	N	AT	-0.310391988176384	-0.261170883008627	0.00101921741827797
NC_014664	N	GC	-0.0619713946403676	-0.0808312193521551	0.00584300110085528
NC_014664	A	AT	-0.270348601868493	-0.225737570732055	-0.000648419903078288
NC_014664	A	GC	-0.0468907775159879	-0.0680514907083542	0.00680260773572723
NC_002937	Y	AT	-0.216303061051919	0.039765823483928	-0.115626350969372
NC_002937	Y	GC	-0.143902474718649	-0.315085495477652	0.0712407133669924
NC_002937	N	AT	-0.332242298250658	-0.101532524064891	-0.0943247916994183
NC_002937	N	GC	-0.0866444009366962	-0.244046825263378	0.0753983540535808
NC_002937	A	AT	-0.299574305864413	-0.0607119493242704	-0.0997019937040923
NC_002937	A	GC	-0.104062326099054	-0.265722827006599	0.074286945901286
NC_011000	Y	AT	-0.250484551362444	-0.126926406926407	0.00207782395164337
NC_011000	Y	GC	0.0836370363518638	-0.0839297982636937	0.0631057092595554
NC_011000	N	AT	-0.151897083749837	0.0233891458726953	-0.0154921910982707
NC_011000	N	GC	0.125356875457664	0.0726120426492059	0.0290535203414469
NC_011000	A	AT	-0.179106356198867	-0.017704980117402	-0.0111079688285571
NC_011000	A	GC	0.112513952481833	0.0245746112182276	0.0390415746096077
NC_013223	Y	AT	-0.212488967343336	-0.127980983053447	-0.0218212468391971
NC_013223	Y	GC	-0.0629616336399871	-0.237110941378652	0.0714146436579897
NC_013223	N	AT	-0.313203811409479	-0.219592014835824	-0.0434731730150372
NC_013223	N	GC	-0.0818929440762952	-0.26105892232877	0.0819652878557827
NC_013223	A	AT	-0.282011856559548	-0.190123822209067	-0.0383195000705905
NC_013223	A	GC	-0.0764216457023061	-0.254105972197198	0.0792638404363536
NC_010582	Y	AT	0.0188861772530396	-0.13782991202346	0.00288184438040346
NC_010582	Y	GC	0.0585839223673176	-0.308415967454869	0.107305416477014
NC_010582	N	AT	-0.229289592802763	-0.220719322364628	0.00221827861579414
NC_010582	N	GC	-0.217130570295702	-0.475074775672981	0.0842905027932961
NC_010582	A	AT	-0.154903588891964	-0.196687240206575	0.00237872125711814
NC_010582	A	GC	-0.148826925074569	-0.434028430083286	0.0907807335622373
NC_012214	Y	AT	-0.252922620152162	-0.190594974131559	-0.0128242050517542
NC_012214	Y	GC	0.0921642799243448	0.00665988522733816	0.0276646706586826
NC_012214	N	AT	-0.26593103806813	-0.201797180817216	-0.0282961098736937
NC_012214	N	GC	0.145029841403631	0.0853114025025149	0.0283870867197058
NC_012214	A	AT	-0.262081903454587	-0.198498102221557	-0.0238975900132925
NC_012214	A	GC	0.128404702323546	0.0605395668232293	0.0281842484293825
NC_013446	Y	AT	-0.266920597714621	-0.0864887920003791	-0.0429466842064536
NC_013446	Y	GC	-0.14929004786374	-0.305375959193718	0.0703903812495244
NC_013446	N	AT	-0.281032585958442	-0.0891844225177559	-0.0487931332450026
NC_013446	N	GC	-0.0200753084108261	-0.134981451369483	0.0541045601309213
NC_013446	A	AT	-0.276151094084142	-0.08828240219477	-0.0473396401552498
